Y,s1,t1,t2,t3
6.156559431766098,2.96474285971471,1.608894057671933,1.608894057671933,1.607656111256722
6.159507041654307,2.9655226589422172,1.6093551092732734,1.6093551092732734,1.6080945886970563
6.162427951415373,2.9663027937607156,1.609816626036459,1.609816626036459,1.6085334867525893
6.165322397094988,2.9670832574359056,1.6102786008852505,1.6102786008852505,1.6089728029424593
6.16819062536672,2.9678640432996555,1.6107410268067048,1.6107410268067048,1.609412534792957
6.17103289330887,2.9686451447511257,1.611203896853751,1.611203896853751,1.609852679838136
6.173849468176621,2.969426555260335,1.6116672041477214,1.6116672041477214,1.6102932356204072
6.176640627167418,2.9702082683697215,1.6121309418808254,1.6121309418808254,1.6107341996911186
6.179406657180346,2.970990277697205,1.61259510331858,1.61259510331858,1.6111755696111278
6.182147854565839,2.9717725769376346,1.6130596818021627,1.6130596818021627,1.611617342951366
6.184864524876741,2.9725551598654967,1.6135246707507296,1.6135246707507296,1.6120595172933847
6.187556982605786,2.973338020336912,1.6139900636636606,1.6139900636636606,1.6125020902298965
6.190225550920935,2.9741211522914774,1.6144558541227503,1.6144558541227503,1.6129450593652999
6.192870561398007,2.974904549754644,1.6149220357943421,1.6149220357943421,1.6133884223161985
6.195492353743423,2.975688206839328,1.6153886024313884,1.6153886024313884,1.6138321767119033
6.198091275514156,2.976472117747466,1.6158555478754586,1.6158555478754586,1.6142763201949228
6.200667681835632,2.97725627677271,1.6163228660586848,1.6163228660586848,1.6147208504214392
6.203221935112371,2.978040678301408,1.616790551005626,1.616790551005626,1.6151657650617737
6.20575440473385,2.9788253168139507,1.6172585968350877,1.6172585968350877,1.615611061800847
6.208265466780867,2.9796101868868807,1.617726997761863,1.617726997761863,1.6160567383386077
6.21075550372675,2.9803952831947544,1.6181957480984033,1.6181957480984033,1.6165027923904707
6.213224904132626,2.9811806005101573,1.6186648422564271,1.6186648422564271,1.6169492216877155
6.215674062345284,2.9819661337064765,1.6191342747484594,1.6191342747484594,1.6173960239778953
6.2181033781887844,2.9827518777583473,1.6196040401892962,1.6196040401892962,1.6178431970252267
6.220513256655749,2.983537827742962,1.620074133297401,1.620074133297401,1.6182907386109375
6.222904107598809,2.9843239788414673,1.620544548896231,1.620544548896231,1.6187386465336546
6.22527634541355,2.9851103263391012,1.621015281915486,1.621015281915486,1.6191869186097232
6.227630388733729,2.9858968656276663,1.621486327392295,1.621486327392295,1.619635552673546
6.229966660110816,2.986683592204649,1.6219576804723213,1.6219576804723213,1.6200845465778955
6.232285585705947,2.987470501675404,1.6224293364107887,1.6224293364107887,1.6205338981942095
6.234587594973588,2.9882575897529513,1.6229012905734583,1.6229012905734583,1.6209836054128814
6.2368731203508725,2.9890448522590725,1.6233735384374932,1.6233735384374932,1.6214336661435205
6.239142596945259,2.9898322851247827,1.623846075592289,1.623846075592289,1.6218840783152213
6.241396462224019,2.990619884390698,1.6243188977401921,1.6243188977401921,1.6223348398767878
6.2436351557064045,2.9914076462074886,1.6247920006971757,1.6247920006971757,1.6227859487969678
6.245859118655105,2.9921955668362403,1.6252653803934156,1.6252653803934156,1.623237403064657
6.248068793772525,2.9929836426488134,1.6257390328738075,1.6257390328738075,1.6236892006891102
6.250264624897306,2.9937718701276355,1.6262129542983927,1.6262129542983927,1.6241413397000848
6.252447056707359,2.994560245866243,1.6266871409427248,1.6266871409427248,1.6245938181480506
6.254616534419413,2.995348766569077,1.6271615891981517,1.6271615891981517,1.625046634104301
